,X_E_1,X_E_2,X_E_3,X_E_4,X_E_5,X_E_6,X_E_7,X_P_8,X_P_9,X_P_10,X_P_11,X_P_12,X_E_13,X_E_14
Future_11,0.889539899230396,0.5434656726336538,0.35859582191041095,0.9048541114946725,0.7137176179499689,0.9962445804251923,0.7028657074213736,0.8327572000933425,0.2095663548439747,0.7437212275325275,0.041461413631261386,0.5913567200489892,0.0014859311299528432,0.44907678198310047
Future_12,0.9838848983616512,0.5988619638331717,0.7431350159747232,0.09375246741854623,0.7822261556283712,0.912720559574017,0.9060346154546841,0.3564265200950504,0.6711757304864275,0.5956994952509549,0.8431760318979391,0.48371478279453173,0.758482926866277,0.8399589843893485
Future_13,0.5898457020895925,0.9369161986566177,0.7330340254564264,0.2431035492000601,0.6566213201882074,0.9330003706075113,0.06629725260672364,0.9285515205338729,0.5044331355824474,0.5085679250464392,0.6904995411729762,0.7279634446699041,0.6096558107463435,0.613836649908319
Future_14,0.9062437565237131,0.1340368310826892,0.10852438160858849,0.07350813246047813,0.7784751352978551,0.6554383609371146,0.7596822610083896,0.05354767054320246,0.4655735928001185,0.28086197393240364,0.8394521886955022,0.2133807111754306,0.14455956798098835,0.15216171794044
Future_15,0.531997995851564,0.195465343047015,0.5411168898078098,0.25146312177703195,0.9802649212815804,0.04966696376800587,0.35117444360011524,0.4538892461462986,0.35004261272573695,0.11890887096813071,0.013966140503437387,0.8947450160617293,0.8767057873807562,0.306790316148549
Future_16,0.5016008835388928,0.1807682499438985,0.4028724526209073,0.04329020459940483,0.2627182840139635,0.2603030350060575,0.5258223070998626,0.5300458022214681,0.04022529430383538,0.9846297957731001,0.3425881405488208,0.9544281802208393,0.6347390391161287,0.378585943685834
Future_17,0.15423766614124043,0.5549589665265986,0.7782513136907,0.1979737741990393,0.6123691060239074,0.3645308259536345,0.42154928992024693,0.8195799754556042,0.7010609805068775,0.7515950875388038,0.10163486913836497,0.9393970748110475,0.9112204967787978,0.1351066098215168
Future_18,0.6224918381789609,0.48584366746965696,0.854155139864495,0.6486259544024755,0.8519763037376307,0.8175038206213852,0.5835030640624014,0.3971646464188417,0.02046840068862587,0.680569310032427,0.9937088512507644,0.2954485172351755,0.6452295531270016,0.008108661744525073
Future_19,0.19127059475878888,0.727744974028276,0.41142658353998734,0.813483456787245,0.8917556135247032,0.10652715653973854,0.8125386377344544,0.421295933998039,0.2773049133751543,0.5605695300603245,0.8646092994582846,0.1415855520107406,0.4541128866149493,0.27280989147163254
Future_20,0.406974526600949,0.3014722677516746,0.8161330515523618,0.5806715903408756,0.450656083180678,0.6894162847882651,0.4950893160913897,0.9338765424614064,0.3045278600566572,0.9286461458199144,0.2871613310806626,0.6840169294201601,0.44910428830143645,0.26645172068095113
Future_21,0.07931920790268036,0.5800936034796381,0.581553491534723,0.9864882456873812,0.48877920587303947,0.3856246901582933,0.9549221755148369,0.32629207806218413,0.8488078270877079,0.03786091879291116,0.06616366373772754,0.7382302779004061,0.3516787202962599,0.9615048373322651
Future_22,0.5560377800674363,0.0348734575451122,0.3972749893450147,0.22723305904571384,0.16834079093264528,0.7348268889407372,0.11524644493750272,0.08024321499040106,0.6134379523373875,0.1626337501084457,0.11864087686074358,0.02808565064289613,0.7329769065070835,0.16478313183473187
Future_23,0.8283061786101056,0.14832263531245354,0.520723096528164,0.8711678550776557,0.8606611170562576,0.5622711473679778,0.5940643534021103,0.3449295355333934,0.9660421350653194,0.8877360950854586,0.09316911263522502,0.9686513633929066,0.5209306468030919,0.5715674945555762
Future_24,0.800679296134377,0.36252354650572816,0.07675351759643702,0.28549309043900006,0.3253148628136783,0.795626875739361,0.9906360207735041,0.9495701645561575,0.3959846906791765,0.18093352631297246,0.14297839701374068,0.3076704422438758,0.9520548892200666,0.9266848217839214
Future_25,0.5228131960628051,0.7726231780364954,0.2518592782407463,0.7162745004162685,0.2482404922014323,0.9826109449683016,0.5478793128074906,0.6243930188652191,0.06959370439258038,0.5505351754933785,0.875064562964751,0.05845389757939278,0.8659091546474684,0.29570209749639453
Future_26,0.9487263194590674,0.8190304385508818,0.19608435595851018,0.4654327937727682,0.17336169835332887,0.13544383306874969,0.5312784450172877,0.5080345114357746,0.3340144982898913,0.9731982201974395,0.17700117863682638,0.2701599837610562,0.579712415667183,0.10849599442871381
Future_27,0.78510207800875,0.25626763999226215,0.31956783313492226,0.9973860204482483,0.734078615258398,0.19546654535295518,0.631598047029145,0.16581319791634241,0.43135656679322304,0.670865711652229,0.5739236624023684,0.4664923768089543,0.9085373421372548,0.7014274933311666
Future_28,0.6699785925635123,0.7514710036175823,0.5037502017769171,0.031850938207922244,0.2826054309646015,0.663279831070118,0.8905505393013062,0.12416171082186639,0.9495171233227813,0.36625874427009747,0.4207994330561817,0.7783627070954839,0.15871217734017526,0.03286184245207211
Future_29,0.3617433399415298,0.517381368305329,0.9810382996218981,0.6913995897041755,0.9325359380549282,0.4533405075443533,0.3364651341045675,0.875397574340306,0.9823382543010089,0.15228950070190864,0.19960146337323545,0.04882788030487176,0.34298553376074675,0.8097773286701698
Future_30,0.22525544563626151,0.00047855132556195556,0.009444719775937773,0.16229440217253824,0.8850871551997789,0.8282280301394999,0.4542910637943998,0.20100450343870765,0.6469504650372013,0.33499753754836764,0.6546099396326374,0.9147121247909829,0.3980020761094335,0.5100236417136753
Future_31,0.17529221181012183,0.6892322419365373,0.27128475817271414,0.3614774268577876,0.05824706115113995,0.2879952913835543,0.18473869362879305,0.2217281113706106,0.3450828180815028,0.09722098620299682,0.4491476314125961,0.15746722180015535,0.7134758815763725,0.9899386432322135
Future_32,0.7518845470987502,0.313885343281235,0.26488635261679555,0.8681040506351951,0.005812073341927951,0.6170111157134738,0.1324811962247282,0.06069392550554695,0.329847510205102,0.46524849652762496,0.5677690451674854,0.07517244794815031,0.8420062906973397,0.08943149006502409
Future_33,0.914750938978258,0.10835708829782191,0.5574192945313546,0.617640089830553,0.8456496167904566,0.11874964862934376,0.8342391523187122,0.3157311331969807,0.6926104421704926,0.27779885578700786,0.9823208121746534,0.16101066805027262,0.20851600166447762,0.14651042158601282
Future_34,0.10523882899068403,0.8885223688442981,0.3700920821635224,0.5957587406361087,0.9755891808553698,0.2338825890248181,0.10974078809906976,0.9638361937371046,0.4098831369305342,0.4107510378987308,0.9765331633779409,0.6028964271754133,0.7646377219207898,0.24517757556778497
Future_35,0.47562881695146114,0.5345963892265952,0.7502853059408114,0.058467121719290895,0.8052958919826452,0.6904159245088559,0.7949632939991224,0.3704830069417032,0.7285705961987872,0.004529596444285833,0.7586203438217194,0.7415299997810492,0.06734897373843925,0.9161011195622287
Future_36,0.7312963090272679,0.6331781883312925,0.605227196703011,0.7335511247535629,0.9428587394281764,0.4178356851224818,0.022208303132263844,0.7297418470161876,0.5667850510340525,0.7604087726517437,0.41784522902885674,0.1992171530211207,0.9641291051024301,0.9584937100518169
Future_37,0.5136764718103161,0.050578032036982336,0.9266922782282166,0.1259958477174965,0.6765793854396615,0.06141637776154954,0.3997240959679503,0.07177262221904364,0.45141734520109755,0.29402900201235815,0.5001353039035507,0.1892536095372701,0.24743658830465462,0.04334775168287146
Future_38,0.25667558844312105,0.7333439370016878,0.6973841147344956,0.20233696653469319,0.7587925774774842,0.3215894142085334,0.36791821983193834,0.8933060094800634,0.22351234942964876,0.3270121743990309,0.3698405938050631,0.39781288266209347,0.4252343587279892,0.534652310984581
Future_39,0.6487821165041701,0.06587102173352226,0.4991094634592567,0.48586956500011075,0.6450540920487376,0.7896705018196201,0.1596560946102283,0.6837616969729325,0.36066261147209716,0.22546894308804188,0.12319114418810749,0.5803610268208194,0.08409562476946539,0.6620057155941715
Future_40,0.054098206860371166,0.1642023247566347,0.03638178521368678,0.23742877987904312,0.6634669081634952,0.1407833816274678,0.5029933418541513,0.09440732693129286,0.19487395569958443,0.7207611264125928,0.4655285909380625,0.8365626094723098,0.781647918616812,0.5607808482281119
Future_41,0.8459375059926941,0.04742969034057061,0.12264088908746006,0.913410884540207,0.12218272476519193,0.6212608669843886,0.3035478208677221,0.1084190052355596,0.5324829274627905,0.37447307532874907,0.9465759915452153,0.5505784738421134,0.697937412678597,0.34187912668537906
Future_42,0.7465023409351832,0.9810965863398604,0.6528555154308078,0.45006277514885346,0.547785906444351,0.1700164051637579,0.6430071261601976,0.27832099780909014,0.034074702689079486,0.706865402259148,0.8030117943669758,0.9472708644888707,0.0540504447344436,0.8769237751420481
Future_43,0.2756148095957346,0.5069131016212999,0.2897684424169759,0.27670689540004295,0.1555197252757331,0.4810846621627943,0.039726240653109826,0.5433985495902077,0.6335434737042066,0.21128007435808366,0.9504499671718897,0.06890869314292274,0.2764760796449261,0.051085127116354746
Future_44,0.3410633403214139,0.015444686851846568,0.5716751083043125,0.10620649318233577,0.4922709143993046,0.8831877139887571,0.7193830142371458,0.2524753499685695,0.870306723231123,0.3497700031404829,0.3516586954315474,0.7021398922757403,0.49622527160232044,0.9901397198905557
Future_45,0.411022400502095,0.4488769213119838,0.6126235976717793,0.6825515610420464,0.40908023873771027,0.24344306852726635,0.8582236006985442,0.9866649333695711,0.013214165541415806,0.1709962661225143,0.24695712028741992,0.44134038717451546,0.6582203592632159,0.8461507042745133
Future_46,0.5632386822569709,0.608570537399283,0.9767471179821332,0.6300561082988183,0.4465807653595026,0.7156792996092395,0.4611825872263052,0.43967592805360295,0.5712785252777651,0.3886608601739971,0.40914446805022814,0.8858156923852124,0.30950438493047705,0.7382527299812448
Future_47,0.2080101717502853,0.9176005234628115,0.7015143361089583,0.38042348762770345,0.23807868484157674,0.37817077020363093,0.8276289807201597,0.36931459434673736,0.717411202166343,0.6543459618265044,0.6795498773797481,0.4768787089631639,0.1622460241851784,0.4135608629711652
Future_48,0.3276187065793216,0.20228919043560156,0.33361647601365274,0.9656675802011786,0.5958720182237695,0.9593461082915298,0.8026327896215834,0.5281094477957202,0.7777690643882462,0.9996918967662697,0.21550067667505193,0.7141014114910762,0.5981872532164307,0.19760125173328183
Future_49,0.18067995476165463,0.29117629055807254,0.8296837216245849,0.9778822367020211,0.13715638169461097,0.9675941770297958,0.6183026706140375,0.7793779805000188,0.992369783610599,0.9627607555664738,0.7080831113938879,0.40146884156687834,0.41487879838027875,0.5550815490057104
Future_50,0.6721386770459823,0.9753959835212784,0.38793595700990585,0.8013978369524392,0.2501129036255462,0.7076179580858325,0.2968394284360842,0.15766821175365026,0.8684224296890254,0.7999563463560129,0.8272758570822728,0.2034829015283098,0.5389691860951565,0.46710537639434124
Future_51,0.42965068121569533,0.6651328935922096,0.24263242847552105,0.9216705353628205,0.7227237540054713,0.46319061773426123,0.7893957153259933,0.8841522016090344,0.2537871837320487,0.01580869262810566,0.275722409178897,0.13429403297478104,0.8876069047881522,0.5440569357712581
Future_52,0.23108080187782792,0.22358110345542423,0.055423838272750416,0.7570702942447786,0.6343022750452071,0.0014267861602830446,0.31976675863139264,0.1497513234893463,0.10462507928334086,0.057495481667105525,0.07882059836796454,0.8059435837997797,0.19103431695568251,0.28727221285242033
Future_53,0.2969456280545621,0.6113944748546615,0.48786280650935787,0.7610901303033396,0.42379656966014173,0.16234687666302924,0.04034688228272006,0.7048447543659729,0.6869590286745205,0.10124380385154744,0.4957479463138067,0.6916242926003865,0.6753987117993264,0.1735924456974263
Future_54,0.6809845837712633,0.025025218939501055,0.09807404670867594,0.3445892271226159,0.31629550547146573,0.6433044926592194,0.40054461714482287,0.17012994226422493,0.2490908348229458,0.9410711655687468,0.024386796201143826,0.10480660215019669,0.37471547797262206,0.7417812883156818
Future_55,0.3784400652685357,0.8946274927222266,0.3446294602376093,0.773390450842676,0.07716156600323634,0.014762585574315208,0.21919184528995495,0.24886889596672607,0.48495609265916845,0.06275142673586696,0.05728264276681795,0.26243484725756644,0.932552041282437,0.7673455396970814
Future_56,0.3354007240859262,0.4642214479781055,0.6619431411902688,0.37503998681608786,0.11126564620716736,0.8943863907441696,0.8798713390769337,0.6517685556374383,0.14825743412643677,0.7886645448876278,0.5453844330205017,0.2863974986813368,0.11279271685307138,0.47764287442360426
Future_57,0.43510432094669604,0.947609825607235,0.5974851671165569,0.8835769561344743,0.915012887634044,0.8344246417529657,0.9748722902596756,0.18167255885462874,0.522994040840569,0.6646409974596094,0.45772044916162075,0.6727217058070672,0.9242470806319715,0.7204945945880432
Future_58,0.7138607278422463,0.6485893921171928,0.45949878527836024,0.33291787785964655,0.03250653770748451,0.6704044061209858,0.9637333605448896,0.9566649866276827,0.2111476479825922,0.48640823898810925,0.6845224716684384,0.7584049542949276,0.8024467222865541,0.646605076831533
Future_59,0.7723229542868991,0.4134131664962459,0.942333718008579,0.6509365843563883,0.8741084128785139,0.0728628171999118,0.014124889836695086,0.47481113739264996,0.6095385613639457,0.1925613762830218,0.5148529921507788,0.8659143983259018,0.8277594211209273,0.12895973692126278
Future_60,0.4645622720393349,0.6264565700893713,0.7236528363457201,0.3927833405206152,0.5740390455656721,0.021699375360724568,0.6652752584579968,0.6427419451830466,0.8846313991129933,0.4362034572149855,0.5298781688753249,0.4186705362483001,0.7486587308349055,0.489775252146335
Future_61,0.3056205754240145,0.45032750657153986,0.140062883998184,0.5404962435485894,0.08889346838100692,0.9478748622596905,0.8424283462653628,0.41454623211197966,0.926187537670985,0.14712561839238014,0.6063524398041052,0.8298314321229375,0.2664557251492557,0.3105424508273931
Future_62,0.8691561163161375,0.5727845352419547,0.21418783995185747,0.5687713960338768,0.34180254079751243,0.590317498363944,0.6862722384328238,0.9702744046326746,0.9014502313523814,0.23519017458647087,0.721144395337897,0.17962653236205892,0.21715527097868476,0.1153830281492856
Future_63,0.5970396941713675,0.9572637619893292,0.01041194765454178,0.5355181347858575,0.6843419673472243,0.5755661101992157,0.6579577040059021,0.19341913100503988,0.9172242355015384,0.7733799653998702,0.7104237075820353,0.6478227069958485,0.3248455395577769,0.06889940480775664
Future_64,0.08101574849008121,0.8202799568791627,0.473747758096591,0.5750133288267992,0.18847840749725378,0.1864763001145049,0.513069792212664,0.4085204134805729,0.5805240116154193,0.5704902590065997,0.9042369874027404,0.0003450459092015734,0.3869856650399438,0.8211449165390039
Future_65,0.8361461290959139,0.1195906421214265,0.44814043981825247,0.18101520353049172,0.7690385259038272,0.8777474453048588,0.3262097069337804,0.7955624083625465,0.9508391583006476,0.9588106307160389,0.5587926494527112,0.08190262873495491,0.28632084709055927,0.9449698968679053
Future_66,0.6975045125378194,0.37667599291542037,0.1528361759357926,0.8378227836821743,0.02135272290708431,0.808862105955854,0.07712333407167839,0.5716677159492495,0.059683269526680356,0.5302212436234123,0.25558759617833077,0.23219790871477908,0.5033967715728882,0.45359618772269783
Future_67,0.28885843200777556,0.901032448725876,0.4659033014629087,0.08989866516103237,0.2230375303915184,0.3497234347463528,0.43460942631456606,0.6321389570718384,0.18685873364051606,0.25127418539024204,0.7728807628632812,0.8134224457982182,0.47828255207611753,0.8956284888854736
Future_68,0.2465665482774542,0.8598433114324153,0.0479432107849826,0.624403488501798,0.06589576732276566,0.5065567360251416,0.17135195672815282,0.690766011269377,0.47314274584875105,0.49411055552956956,0.32220549260383585,0.920390605743244,0.8519006318906499,0.6272584220380804
Future_69,0.0905532119725416,0.24665730281394302,0.16999326081898583,0.4176550198606657,0.418137865887043,0.5161954895503204,0.41200012743366504,0.7128000097605256,0.6515385681859353,0.24216370682889196,0.4877569514600924,0.3240002564080153,0.7008950082931066,0.3349775739481436
Future_70,0.9375757891186729,0.8463636333452756,0.8645560016083562,0.006863800396919426,0.14808087628522726,0.7226330482360275,0.7491820781763917,0.5110979443732044,0.37459227061318234,0.9183329362075985,0.3899788182123201,0.9932876474536151,0.2238950477971073,0.35845824888472994
Future_71,0.9662076347308165,0.9255967998177945,0.6710166253391079,0.49627056620679805,0.503106522687116,0.49962674301805754,0.7222017531428412,0.4932840403146869,0.1791830944677669,0.8050289495823435,0.9639926333730804,0.6232810458795589,0.9732300499740325,0.5214849449935036
Future_72,0.213738864344923,0.3502492213394048,0.29339695144960204,0.7223372813143774,0.996951307211044,0.529181275370618,0.7304183913317435,0.7876637160229932,0.4155808049969151,0.08339565153168213,0.23341978319660892,0.8795085229830533,0.8128181481944533,0.7718661840836673
Future_73,0.9573892927400126,0.5671118590151805,0.9165848204214144,0.5152934318292177,0.8312216384879874,0.21187145361919563,0.14895996456928198,0.5604933574362554,0.9788637782108314,0.5108925853115528,0.47274649050195694,0.03220143415489479,0.5417680728825325,0.8600363202685041
Future_74,0.8739242163916748,0.49102106727803785,0.9518447929803591,0.8931394974288479,0.3596774019520458,0.4412117853599251,0.27698781340830997,0.11688837450285938,0.5416011216041795,0.8211417016677431,0.6313659963410381,0.5084071191276236,0.6893559197234964,0.4999704284250765
Future_75,0.04147343011864002,0.7823412469276765,0.11972545533848022,0.7443763682752371,0.3917779718334774,0.15054999864501678,0.38414976617983587,0.7373606944384666,0.31421512890102726,0.8752312985625821,0.8562120287909574,0.43434956844340594,0.07245882891673332,0.38442171494742755
Future_76,0.2625002261838782,0.2836731584209876,0.23288826944983246,0.7043401479376865,0.10304039934676883,0.7632306357252023,0.0873890814974084,0.5595896759293836,0.26452335533319105,0.6179780142789222,0.436288085843492,0.34933519450852085,0.33788851884313315,0.4277034450595127
Future_77,0.6512100832710311,0.9604825693285184,0.5139300777009687,0.2905020551570578,0.04062102980765776,0.08006725144080581,0.7691385420069627,0.6188494501503369,0.792087399662553,0.3966362007898739,0.6233660184134626,0.22884411543882305,0.485007995148874,0.7847450187758054
Future_78,0.9244321935897435,0.9967876366418336,0.8723975415144744,0.02666897061320344,0.01888746732520572,0.6035546607357882,0.9856848210446937,0.803549806870074,0.737652468821977,0.30033700543107916,0.33113631047292924,0.5208546299022361,0.5842006615677274,0.7900633247201952
Future_79,0.5715577650276529,0.17646102594802732,0.021621278403729845,0.4207891895757533,0.9509706462062139,0.3502794713066399,0.1640074640738926,0.4837570591998297,0.09351790375441002,0.8655877755823895,0.002397674196008914,0.25106922582907815,0.10390541324274506,0.07728259697789322
Future_80,0.35331209653390555,0.27217496789358836,0.20570648332895614,0.8541056816402004,0.7985089049135121,0.4090022275085581,0.9116533958152716,0.8490290427379193,0.7893431714844514,0.6257922491337222,0.9300987627251448,0.3715082234554475,0.2943732753863871,0.8894412172429191
Future_81,0.8578017795353167,0.40923947587260007,0.9942041090443245,0.3096597790368675,0.5514322544939468,0.772605894823783,0.22591619949354813,0.13701623889396586,0.2969594793709934,0.6402642997535748,0.7422103081701177,0.6306346440143549,0.3102267635394215,0.23668488272901436
Future_82,0.38293795750397963,0.42187218025619716,0.8898417933403274,0.47302295518778553,0.5173215676501672,0.7438621594531912,0.447968997005106,0.9077733802257726,0.23424953734235082,0.4446689535059109,0.3057555848185706,0.9890605894533634,0.12831679800215656,0.5990194838975479
Future_83,0.8187855020761974,0.21126257818718355,0.9669410395163096,0.2622890506465253,0.6950933082346616,0.5363440387843741,0.9335373502882206,0.23010534302822075,0.8041185156059203,0.8470895453329457,0.20143932118417157,0.6539993896948152,0.23792130601311787,0.32494820674440456
Future_84,0.016531053764282377,0.7157632134745568,0.3665303669491303,0.9527169098929921,0.301391224172472,0.5537264335303119,0.7706499110506101,0.5992707750858498,0.6637116348682861,0.636683684850559,0.5974776089480053,0.9728082489310427,0.7920070587593545,0.6515774474200374
Future_85,0.007178340874802498,0.8348187474047917,0.30079474448805793,0.6735776448429052,0.5657529910481873,0.4213894595787871,0.9269124051827025,0.8584804229295594,0.11243586455159024,0.20580582063774125,0.5366718021580054,0.35054616168889785,0.17933968049157029,0.9358518863887241
Future_86,0.6168173923490013,0.8662553653107284,0.8934944433562707,0.32999353612835897,0.3305211392522971,0.09240336456809953,0.555646877251007,0.020866704750142216,0.7565551429132812,0.020289080512779393,0.2679288775910598,0.7997582342791099,0.03307846726679321,0.3900546686151582
Future_87,0.13218917730525603,0.4363493453710004,0.6200142542253666,0.6675208205940292,0.620862980411932,0.905581245695534,0.6927861596084454,0.6796562474327867,0.5971976068902781,0.8981637738303943,0.6684449565303869,0.4987237897869784,0.09395818508002311,0.6017852455634385
Future_88,0.7982380461418443,0.6543258297523692,0.639419348485991,0.06895891912519708,0.4691804452289737,0.22266249599191756,0.203780192236312,0.3393302441630977,0.6210720425006955,0.07737898565557115,0.8114637706332887,0.3190751025579962,0.5128116557340486,0.9767803719483747
Future_89,0.9927808907884854,0.3346401040946121,0.5311610033688516,0.8289254022176545,0.5224273305473526,0.9277859030841263,0.6207784105751485,0.38492156971255914,0.8902749080748963,0.4075461558586524,0.8875717432829042,0.7868269821019604,0.46075803669387283,0.09753963574942881
Future_90,0.3930380326661196,0.34740243748253163,0.42681671280202926,0.15041104433638622,0.8243777866080261,0.27101232591703794,0.5633403111485683,0.6669333778795359,0.8273049321335327,0.8593141702106868,0.6197545915803183,0.38752106436347156,0.8998807144763142,0.6821698526604961
Future_91,0.7668828115004674,0.38017457061665544,0.8382791391621178,0.014681662512046629,0.4386383227307705,0.052408965306867734,0.8832354756663756,0.860095298277998,0.42004984341200086,0.8158907353829234,0.787153819022502,0.010200913683739318,0.8317426447173721,0.4041304218055781
Future_92,0.48674031661777184,0.5210815823317224,0.7991129907226195,0.13919949759027575,0.7440747403732898,0.3954425525748298,0.5758311908698959,0.7571176228302625,0.3825080691850617,0.31486849172269715,0.6447461928878373,0.5788752158173829,0.985147012230763,0.02660972219895836
Future_93,0.6072459234541541,0.7932684731980999,0.7624667946691855,0.5043604029361001,0.5898079585154316,0.4761307628976686,0.25682541707238377,0.0033999058662873617,0.5515506174904257,0.9310179427392118,0.3906060815916121,0.24618522139513616,0.9483014279108429,0.7569300963220406
Future_94,0.49881095229396855,0.08083176948480386,0.6437435817494551,0.14553648901319916,0.47392446728994403,0.03446628009373773,0.09669629616465421,0.0161610653776478,0.8123444376638166,0.12459519989313816,0.9166182089393486,0.5350468813297726,0.7728265647012681,0.25811160453077525
Future_95,0.1613848200360853,0.26209858978558176,0.320262029738791,0.31154731965057353,0.29616539304821365,0.30380332344534366,0.47963003219746353,0.8280144572681724,0.9308086541025102,0.5894651518141965,0.3120012451306503,0.3381132358817779,0.014313958978773847,0.9043860105333832
Future_96,0.31305487082534716,0.6764679028129572,0.1703547460193222,0.8441255969260616,0.905135166773602,0.5460233108852889,0.289757489900899,0.46259980839288145,0.8591509692811659,0.6084656489077092,0.18939200547739363,0.767164797058339,0.6295335529090881,0.8534958749342805
Future_97,0.6372802732674706,0.12392220761423663,0.5660850751889036,0.9325590532574757,0.8191472912624508,0.3174357647069871,0.6738037269002203,0.288564345705355,0.28138523840569285,0.42934675808569434,0.157240930815252,0.3617427328458428,0.041895450663820256,0.6978687372205514
Future_98,0.11823745963014368,0.15530792204853186,0.9354809932930938,0.17184938997337773,0.5364569938236398,0.12833212181755718,0.05514537387393936,0.2181132911525693,0.1533016124846161,0.5476088040410239,0.13469591989265353,0.6677094899024357,0.9985859377403886,0.5854571239186311
Future_99,0.5419927508361152,0.7497996893240039,0.18922382132974008,0.6008847273703829,0.097049490575327,0.6324754552556654,0.12439368333618768,0.03467703035543086,0.7461489922396956,0.8358925899284704,0.7631100907303504,0.5495349407747029,0.6159470945648471,0.6379486034593428
Future_100,0.12932153087969206,0.39885634918740265,0.8042411820925786,0.7853292089395227,0.38358671975045555,0.43345438586147117,0.6003209278584337,0.7404441199923048,0.006204354581658499,0.5213762384711925,0.22334799916785222,0.512583850301633,0.4089259191575899,0.20798432713407433
